Date,Day Number,Project Number,Counter Number,Location,Direction,Time,AM or PM,Value 01,Value 02
September 21 2022,15:00,12203-01,14,Callagham d,EAST-WEST,07:15,AM,36,0
September 21 2022,15:00,12203-01,14,Callagham d,EAST-WEST,07:30,AM,29,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,14:00,PM,17,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,14:15,PM,18,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,14:30,PM,18,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,14:45,PM,26,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,15:00,PM,52,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,15:15,PM,42,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,15:30,PM,20,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,15:45,PM,23,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,07:30,AM,35,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,07:45,AM,19,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,08:00,AM,27,0
50,NO MATCH FOUND FOR: 'DayNum',12203-01,14,Callagham d,EAST-WEST,08:15,AM,37,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:00,PM,0,108
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:15,PM,0,124
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:30,PM,0,122
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:45,PM,0,130
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,15:15,PM,0,163
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,15:30,PM,0,195
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,15:45,PM,0,167
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,16:00,PM,0,164
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:00,AM,0,82
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:15,AM,0,76
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:30,AM,0,84
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:45,AM,0,76
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:00,PM,0,105
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:15,PM,0,133
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:30,PM,0,120
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,14:45,PM,0,125
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,15:45,PM,0,153
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,16:00,PM,0,192
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,16:15,PM,0,197
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,16:30,PM,0,168
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:00,AM,0,90
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:15,AM,0,72
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:30,AM,0,80
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,15,Acme Rd,EAST-WEST,07:45,AM,0,92
100,1,12203-01,16,400,EAST-WEST,13:15,PM,92,0
100,1,12203-01,16,400,EAST-WEST,13:30,PM,95,0
100,1,12203-01,16,400,EAST-WEST,13:45,PM,102,0
100,1,12203-01,16,400,EAST-WEST,14:00,PM,98,0
100,1,12203-01,16,400,EAST-WEST,17:15,PM,72,0
100,1,12203-01,16,400,EAST-WEST,17:30,PM,81,0
100,1,12203-01,16,400,EAST-WEST,17:45,PM,88,0
100,1,12203-01,16,400,EAST-WEST,18:00,PM,83,0
100,1,12203-01,16,400,EAST-WEST,07:15,AM,147,0
100,1,12203-01,16,400,EAST-WEST,07:30,AM,199,0
100,1,12203-01,16,400,EAST-WEST,07:45,AM,236,0
100,1,12203-01,16,400,EAST-WEST,08:00,AM,147,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,13:45,PM,68,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:00,PM,80,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:15,PM,78,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:30,PM,81,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,16:30,PM,61,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,16:45,PM,65,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:00,PM,58,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:15,PM,83,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:15,AM,146,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:30,AM,180,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:45,AM,205,0
100,2,12203-01,16,NO MATCH FOUND FOR: 'Location',EAST-WEST,08:00,AM,136,0
500,1,12203-01,17,2000,EAST-WEST,14:00,PM,462,0
500,1,12203-01,17,2000,EAST-WEST,14:15,PM,530,0
500,1,12203-01,17,2000,EAST-WEST,14:30,PM,495,0
500,1,12203-01,17,2000,EAST-WEST,14:45,PM,504,0
500,1,12203-01,17,2000,EAST-WEST,16:45,PM,775,0
500,1,12203-01,17,2000,EAST-WEST,17:00,PM,867,0
500,1,12203-01,17,2000,EAST-WEST,17:15,PM,932,0
500,1,12203-01,17,2000,EAST-WEST,17:30,PM,837,0
500,1,12203-01,17,2000,EAST-WEST,06:30,AM,821,0
500,1,12203-01,17,2000,EAST-WEST,06:45,AM,818,0
500,1,12203-01,17,2000,EAST-WEST,07:00,AM,917,0
500,1,12203-01,17,2000,EAST-WEST,07:15,AM,914,0
500,2,12203-01,17,2000,EAST-WEST,14:00,PM,343,0
500,2,12203-01,17,2000,EAST-WEST,14:15,PM,365,0
500,2,12203-01,17,2000,EAST-WEST,14:30,PM,546,0
500,2,12203-01,17,2000,EAST-WEST,14:45,PM,525,0
500,2,12203-01,17,2000,EAST-WEST,17:00,PM,792,0
500,2,12203-01,17,2000,EAST-WEST,17:15,PM,838,0
500,2,12203-01,17,2000,EAST-WEST,17:30,PM,775,0
500,2,12203-01,17,2000,EAST-WEST,17:45,PM,747,0
500,2,12203-01,17,2000,EAST-WEST,06:30,AM,866,0
500,2,12203-01,17,2000,EAST-WEST,06:45,AM,813,0
500,2,12203-01,17,2000,EAST-WEST,07:00,AM,921,0
500,2,12203-01,17,2000,EAST-WEST,07:15,AM,932,0
500,1,12203-01,18,2000,EAST-WEST,14:00,PM,0,592
500,1,12203-01,18,2000,EAST-WEST,14:15,PM,0,708
500,1,12203-01,18,2000,EAST-WEST,14:30,PM,0,665
500,1,12203-01,18,2000,EAST-WEST,14:45,PM,0,721
500,1,12203-01,18,2000,EAST-WEST,15:45,PM,0,943
500,1,12203-01,18,2000,EAST-WEST,16:00,PM,0,1035
500,1,12203-01,18,2000,EAST-WEST,16:15,PM,0,996
500,1,12203-01,18,2000,EAST-WEST,16:30,PM,0,950
500,1,12203-01,18,2000,EAST-WEST,07:15,AM,0,724
500,1,12203-01,18,2000,EAST-WEST,07:30,AM,0,731
500,1,12203-01,18,2000,EAST-WEST,07:45,AM,0,712
500,1,12203-01,18,2000,EAST-WEST,08:00,AM,0,601
500,2,12203-01,18,2000,EAST-WEST,14:00,PM,0,674
500,2,12203-01,18,2000,EAST-WEST,14:15,PM,0,692
500,2,12203-01,18,2000,EAST-WEST,14:30,PM,0,738
500,2,12203-01,18,2000,EAST-WEST,14:45,PM,0,714
500,2,12203-01,18,2000,EAST-WEST,15:45,PM,0,946
500,2,12203-01,18,2000,EAST-WEST,16:00,PM,0,919
500,2,12203-01,18,2000,EAST-WEST,16:15,PM,0,970
500,2,12203-01,18,2000,EAST-WEST,16:30,PM,0,991
500,2,12203-01,18,2000,EAST-WEST,07:15,AM,0,667
500,2,12203-01,18,2000,EAST-WEST,07:30,AM,0,676
500,2,12203-01,18,2000,EAST-WEST,07:45,AM,0,704
500,2,12203-01,18,2000,EAST-WEST,08:00,AM,0,595
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,13:30,PM,73,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,13:45,PM,84,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:00,PM,72,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:15,PM,59,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:45,PM,62,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:00,PM,67,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:15,PM,67,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:30,PM,59,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:00,AM,120,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:15,AM,147,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:30,AM,181,0
100,1,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:45,AM,193,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,13:30,PM,62,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,13:45,PM,58,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:00,PM,64,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:15,PM,72,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:45,PM,58,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:00,PM,64,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:15,PM,59,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:30,PM,62,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:00,AM,122,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:15,AM,152,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:30,AM,162,0
100,2,12203-01,20,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:45,AM,194,0
Wednesday,1,12203-01,21,300,EAST-WEST,14:00,PM,0,71
Wednesday,1,12203-01,21,300,EAST-WEST,14:15,PM,0,122
Wednesday,1,12203-01,21,300,EAST-WEST,14:30,PM,0,94
Wednesday,1,12203-01,21,300,EAST-WEST,14:45,PM,0,107
Wednesday,1,12203-01,21,300,EAST-WEST,18:00,PM,0,119
Wednesday,1,12203-01,21,300,EAST-WEST,18:15,PM,0,135
Wednesday,1,12203-01,21,300,EAST-WEST,18:30,PM,0,129
Wednesday,1,12203-01,21,300,EAST-WEST,18:45,PM,0,119
Wednesday,1,12203-01,21,300,EAST-WEST,07:15,AM,0,133
Wednesday,1,12203-01,21,300,EAST-WEST,07:30,AM,0,110
Wednesday,1,12203-01,21,300,EAST-WEST,07:45,AM,0,139
Wednesday,1,12203-01,21,300,EAST-WEST,08:00,AM,0,107
Thursday,2,12203-01,21,300,EAST-WEST,14:00,PM,0,92
Thursday,2,12203-01,21,300,EAST-WEST,14:15,PM,0,97
Thursday,2,12203-01,21,300,EAST-WEST,14:30,PM,0,117
Thursday,2,12203-01,21,300,EAST-WEST,14:45,PM,0,97
Thursday,2,12203-01,21,300,EAST-WEST,15:15,PM,0,106
Thursday,2,12203-01,21,300,EAST-WEST,15:30,PM,0,129
Thursday,2,12203-01,21,300,EAST-WEST,15:45,PM,0,115
Thursday,2,12203-01,21,300,EAST-WEST,16:00,PM,0,118
Thursday,2,12203-01,21,300,EAST-WEST,07:00,AM,0,120
Thursday,2,12203-01,21,300,EAST-WEST,07:15,AM,0,115
Thursday,2,12203-01,21,300,EAST-WEST,07:30,AM,0,130
Thursday,2,12203-01,21,300,EAST-WEST,07:45,AM,0,140
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,14:00,PM,167,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,14:15,PM,160,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,14:30,PM,161,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,14:45,PM,149,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,15:30,PM,223,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,15:45,PM,215,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,16:00,PM,244,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,16:15,PM,221,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,07:15,AM,151,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,07:30,AM,161,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,07:45,AM,161,0
200,15:30,12203-01,22,of SW 36th St,EAST-WEST,08:00,AM,145,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,14:00,PM,140,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,14:15,PM,162,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,14:30,PM,179,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,14:45,PM,154,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,15:30,PM,227,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,15:45,PM,203,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,16:00,PM,236,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,16:15,PM,236,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,07:15,AM,138,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,07:30,AM,149,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,07:45,AM,144,0
200,NO MATCH FOUND FOR: 'DayNum',12203-01,22,400,EAST-WEST,08:00,AM,143,0
100,16:45,12203-01,24,General McMullen,EAST-WEST,14:00,PM,0,58
100,16:45,12203-01,24,General McMullen,EAST-WEST,14:15,PM,0,97
100,16:45,12203-01,24,General McMullen,EAST-WEST,14:30,PM,0,83
100,16:45,12203-01,24,General McMullen,EAST-WEST,14:45,PM,0,83
100,16:45,12203-01,24,General McMullen,EAST-WEST,16:45,PM,0,135
100,16:45,12203-01,24,General McMullen,EAST-WEST,17:00,PM,0,111
100,16:45,12203-01,24,General McMullen,EAST-WEST,17:15,PM,0,125
100,16:45,12203-01,24,General McMullen,EAST-WEST,17:30,PM,0,127
100,16:45,12203-01,24,General McMullen,EAST-WEST,07:00,AM,0,71
100,16:45,12203-01,24,General McMullen,EAST-WEST,07:15,AM,0,74
100,16:45,12203-01,24,General McMullen,EAST-WEST,07:30,AM,0,109
100,16:45,12203-01,24,General McMullen,EAST-WEST,07:45,AM,0,91
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,14:00,PM,0,79
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,14:15,PM,0,75
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,14:30,PM,0,95
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,14:45,PM,0,87
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,16:45,PM,0,118
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,17:00,PM,0,147
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,17:15,PM,0,117
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,17:30,PM,0,135
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,07:00,AM,0,71
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,07:15,AM,0,99
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,07:30,AM,0,105
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,24,General McMullen,EAST-WEST,07:45,AM,0,77
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,12:15,PM,0,4
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,12:30,PM,0,5
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,12:45,PM,0,5
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,13:00,PM,0,9
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,15:15,PM,0,6
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,15:30,PM,0,3
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,15:45,PM,0,11
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,16:00,PM,0,6
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,07:30,AM,0,5
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,07:45,AM,0,6
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,08:00,AM,0,6
September 21 2022,15:15,NO MATCH FOUND FOR: 'Project_No',25,McMullen N of US 90,NORTH-SOUTH,08:15,AM,0,4
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,14:00,PM,0,7
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,14:15,PM,0,7
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,14:30,PM,0,7
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,14:45,PM,0,10
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,15:30,PM,0,8
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,15:45,PM,0,10
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,16:00,PM,0,8
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,16:15,PM,0,4
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,09:00,AM,0,6
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,09:15,AM,0,5
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,09:30,AM,0,5
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,25,15,NORTH-SOUTH,09:45,AM,0,8
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,13:00,PM,113,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,13:15,PM,98,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,13:30,PM,135,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,13:45,PM,122,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:00,PM,151,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:15,PM,155,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:30,PM,143,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:45,PM,126,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,06:30,AM,138,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,06:45,AM,129,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,07:00,AM,146,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,07:15,AM,128,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,14:00,PM,118,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,14:15,PM,115,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,14:30,PM,131,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,14:45,PM,136,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:00,PM,151,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:15,PM,160,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:30,PM,153,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,17:45,PM,139,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,06:30,AM,146,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,06:45,AM,140,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,07:00,AM,139,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,26,General McMullen Dr,EAST-WEST,07:15,AM,141,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,12:00,PM,0,38
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,12:15,PM,0,40
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,12:30,PM,0,29
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,15:30,PM,0,37
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,15:45,PM,0,45
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,16:00,PM,0,44
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,16:15,PM,0,51
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,07:30,AM,0,46
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,07:45,AM,0,64
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,08:00,AM,0,70
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,08:15,AM,0,46
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,11:45,AM,0,35
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,12:15,PM,0,30
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,12:30,PM,0,35
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,12:45,PM,0,37
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,13:00,PM,0,31
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,17:30,PM,0,55
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,17:45,PM,0,38
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,18:00,PM,0,48
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,18:15,PM,0,42
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,07:30,AM,0,44
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,07:45,AM,0,78
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,08:00,AM,0,47
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,27,McMUllen S of US 90,NORTH-SOUTH,08:15,AM,0,50
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:00,PM,112,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:15,PM,130,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:30,PM,123,0
