Date,Day Number,Project Number,Counter Number,Location,Direction,Time,AM or PM,Value 01,Value 02
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:45,PM,125,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:00,PM,182,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:15,PM,157,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:30,PM,182,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:45,PM,181,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,07:15,AM,141,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,07:30,AM,115,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,07:45,AM,140,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,08:00,AM,140,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:00,PM,117,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:15,PM,145,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:30,PM,156,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,14:45,PM,127,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:00,PM,174,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:15,PM,159,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:30,PM,167,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,18:45,PM,170,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,07:15,AM,150,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,07:30,AM,119,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,07:45,AM,156,0
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,28,McMullen N of US 90,NORTH-SOUTH,08:00,AM,151,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:00,PM,0,51
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:15,PM,0,51
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:30,PM,0,64
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:45,PM,0,43
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,16:15,PM,0,108
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,16:30,PM,0,78
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,16:45,PM,0,65
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,17:00,PM,0,78
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,07:30,AM,0,52
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,07:45,AM,0,44
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,08:00,AM,0,53
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,08:15,AM,0,54
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:00,PM,0,44
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:15,PM,0,50
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:30,PM,0,66
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,14:45,PM,0,57
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,15:45,PM,0,64
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,16:00,PM,0,87
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,16:15,PM,0,94
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,16:30,PM,0,85
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,07:30,AM,0,53
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,07:45,AM,0,49
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,08:00,AM,0,52
September 22 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,29,US 90,EAST-WEST,08:15,AM,0,57
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,13:45,PM,84,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,14:00,PM,68,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,14:15,PM,65,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,14:30,PM,78,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,17:00,PM,79,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,17:15,PM,93,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,17:30,PM,91,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,17:45,PM,97,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,07:15,AM,141,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,07:30,AM,162,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,07:45,AM,154,0
September 21 2022,17:00,12203-01,30,off ramp to General,NORTH-SOUTH,08:00,AM,122,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,14:00,PM,57,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,14:15,PM,48,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,14:30,PM,66,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,14:45,PM,84,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,17:00,PM,82,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,17:15,PM,98,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,17:30,PM,96,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,17:45,PM,89,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,07:15,AM,137,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,07:30,AM,151,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,07:45,AM,167,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,30,off ramp to General,NORTH-SOUTH,08:00,AM,131,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,12:15,PM,54,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,12:30,PM,39,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,12:45,PM,43,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,13:00,PM,52,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,16:15,PM,62,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,16:30,PM,59,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,16:45,PM,60,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,17:00,PM,51,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,07:15,AM,77,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,07:30,AM,83,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,07:45,AM,56,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,08:00,AM,51,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,12:00,PM,47,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,12:15,PM,36,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,12:30,PM,42,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,16:00,PM,60,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,16:15,PM,64,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,16:30,PM,42,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,16:45,PM,57,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,07:00,AM,64,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,07:15,AM,70,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,07:30,AM,57,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,07:45,AM,70,0
September 21 2022,NO MATCH FOUND FOR: 'DayNum',12203-01,31,General McMullen Dr,EAST-WEST,11:45,AM,54,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,12:30,PM,75,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,12:45,PM,68,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,13:00,PM,60,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,13:15,PM,70,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,17:00,PM,105,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,17:15,PM,101,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,17:30,PM,91,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,17:45,PM,90,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,07:15,AM,139,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,07:30,AM,155,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,07:45,AM,160,0
Wednesday,17:00,1,12203-01,33,300,EAST-WEST,08:00,AM,122,0
Thursday,2,12203-01,33,300,EAST-WEST,14:00,PM,55,0
Thursday,2,12203-01,33,300,EAST-WEST,14:15,PM,54,0
Thursday,2,12203-01,33,300,EAST-WEST,14:30,PM,62,0
Thursday,2,12203-01,33,300,EAST-WEST,14:45,PM,70,0
Thursday,2,12203-01,33,300,EAST-WEST,16:45,PM,89,0
Thursday,2,12203-01,33,300,EAST-WEST,17:00,PM,87,0
Thursday,2,12203-01,33,300,EAST-WEST,17:15,PM,88,0
Thursday,2,12203-01,33,300,EAST-WEST,17:30,PM,89,0
Thursday,2,12203-01,33,300,EAST-WEST,07:15,AM,115,0
Thursday,2,12203-01,33,300,EAST-WEST,07:30,AM,139,0
Thursday,2,12203-01,33,300,EAST-WEST,07:45,AM,161,0
Thursday,2,12203-01,33,300,EAST-WEST,08:00,AM,106,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,12:00,PM,104,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,12:15,PM,119,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,12:30,PM,89,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,12:45,PM,112,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,16:15,PM,146,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,16:30,PM,157,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,16:45,PM,139,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,17:00,PM,141,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,06:45,AM,139,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,07:00,AM,124,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,07:15,AM,143,0
100,1,12203-01,34,on ramp to EB US 90 E of,EAST-WEST,07:30,AM,127,0
Thursday,2,12203-01,34,300,EAST-WEST,14:00,PM,102,0
Thursday,2,12203-01,34,300,EAST-WEST,14:15,PM,104,0
Thursday,2,12203-01,34,300,EAST-WEST,14:30,PM,118,0
Thursday,2,12203-01,34,300,EAST-WEST,14:45,PM,109,0
Thursday,2,12203-01,34,300,EAST-WEST,16:15,PM,151,0
Thursday,2,12203-01,34,300,EAST-WEST,16:30,PM,153,0
Thursday,2,12203-01,34,300,EAST-WEST,16:45,PM,118,0
Thursday,2,12203-01,34,300,EAST-WEST,17:00,PM,159,0
Thursday,2,12203-01,34,300,EAST-WEST,06:45,AM,137,0
Thursday,2,12203-01,34,300,EAST-WEST,07:00,AM,123,0
Thursday,2,12203-01,34,300,EAST-WEST,07:15,AM,151,0
Thursday,2,12203-01,34,300,EAST-WEST,07:30,AM,140,0
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,12:15,PM,0,137
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,12:30,PM,0,100
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,12:45,PM,0,113
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,13:00,PM,0,117
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,18:30,PM,0,162
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,18:45,PM,0,169
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,07:00,AM,0,122
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,19:00,PM,0,136
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,07:15,AM,0,122
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,19:15,PM,0,141
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,07:30,AM,0,139
100,1,12203-01,35,of Cupples Blvd,EAST-WEST,07:45,AM,0,131
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,14:00,PM,0,113
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,14:15,PM,0,112
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,14:30,PM,0,95
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,14:45,PM,0,118
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,15:45,PM,0,136
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,16:00,PM,0,141
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,16:15,PM,0,136
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,16:30,PM,0,133
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,07:30,AM,0,118
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,07:45,AM,0,164
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,08:00,AM,0,113
Thursday,2,12203-01,35,of Cupples Blvd,EAST-WEST,08:15,AM,0,122
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,13:15,PM,0,168
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,13:30,PM,0,158
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,13:45,PM,0,147
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,14:00,PM,0,141
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,18:00,PM,0,199
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,18:15,PM,0,203
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,18:30,PM,0,225
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,06:45,AM,0,339
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,18:45,PM,0,213
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,07:00,AM,0,264
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,07:15,AM,0,290
Wednesday,18:00,1,12203-01,36,600,NORTH-SOUTH,07:30,AM,0,256
Thursday,2,12203-01,36,600,NORTH-SOUTH,13:30,PM,0,157
Thursday,2,12203-01,36,600,NORTH-SOUTH,13:45,PM,0,125
Thursday,2,12203-01,36,600,NORTH-SOUTH,14:00,PM,0,142
Thursday,2,12203-01,36,600,NORTH-SOUTH,14:15,PM,0,119
Thursday,2,12203-01,36,600,NORTH-SOUTH,06:45,AM,0,302
Thursday,2,12203-01,36,600,NORTH-SOUTH,07:00,AM,0,232
Thursday,2,12203-01,36,600,NORTH-SOUTH,19:00,PM,0,147
Thursday,2,12203-01,36,600,NORTH-SOUTH,07:15,AM,0,268
Thursday,2,12203-01,36,600,NORTH-SOUTH,19:15,PM,0,174
Thursday,2,12203-01,36,600,NORTH-SOUTH,07:30,AM,0,247
Thursday,2,12203-01,36,600,NORTH-SOUTH,19:30,PM,0,176
Thursday,2,12203-01,36,600,NORTH-SOUTH,19:45,PM,0,165
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,13:45,PM,80,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:00,PM,77,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:15,PM,86,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:30,PM,90,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:15,PM,141,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:30,PM,130,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:45,PM,96,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:00,PM,104,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:30,AM,173,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:45,AM,195,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,08:00,AM,149,0
100,1,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,08:15,AM,167,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:00,PM,75,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:15,PM,70,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:30,PM,81,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,14:45,PM,108,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,17:45,PM,131,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:00,PM,127,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:15,PM,137,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,18:30,PM,95,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:15,AM,165,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:30,AM,204,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,07:45,AM,185,0
100,2,12203-01,37,NO MATCH FOUND FOR: 'Location',EAST-WEST,08:00,AM,161,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,14:00,PM,235,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,14:15,PM,303,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,14:30,PM,217,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,14:45,PM,178,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,15:30,PM,293,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,15:45,PM,258,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,16:00,PM,288,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,16:15,PM,279,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,07:00,AM,129,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,07:15,AM,180,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,07:30,AM,192,0
Wednesday,15:30,1,12203-01,38,600,EAST-WEST,07:45,AM,172,0
Thursday,2,12203-01,38,600,EAST-WEST,14:00,PM,209,0
Thursday,2,12203-01,38,600,EAST-WEST,14:15,PM,240,0
Thursday,2,12203-01,38,600,EAST-WEST,14:30,PM,224,0
Thursday,2,12203-01,38,600,EAST-WEST,14:45,PM,186,0
Thursday,2,12203-01,38,600,EAST-WEST,15:15,PM,247,0
Thursday,2,12203-01,38,600,EAST-WEST,15:30,PM,284,0
Thursday,2,12203-01,38,600,EAST-WEST,15:45,PM,226,0
Thursday,2,12203-01,38,600,EAST-WEST,16:00,PM,303,0
Thursday,2,12203-01,38,600,EAST-WEST,07:15,AM,169,0
Thursday,2,12203-01,38,600,EAST-WEST,07:30,AM,163,0
Thursday,2,12203-01,38,600,EAST-WEST,07:45,AM,159,0
Thursday,2,12203-01,38,600,EAST-WEST,08:00,AM,150,0
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,12:00,PM,0,57
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,12:15,PM,0,74
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,12:30,PM,0,65
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,17:00,PM,0,156
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,17:15,PM,0,138
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,17:30,PM,0,124
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,17:45,PM,0,112
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,07:15,AM,0,112
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,07:30,AM,0,106
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,07:45,AM,0,141
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,08:00,AM,0,108
Wednesday,1,12203-01,39,Gaynor St,EAST-WEST,11:45,AM,0,54
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,12:45,PM,0,61
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,13:00,PM,0,64
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,13:15,PM,0,56
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,13:30,PM,0,88
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,16:30,PM,0,154
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,16:45,PM,0,108
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,17:00,PM,0,166
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,17:15,PM,0,169
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,07:15,AM,0,91
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,07:30,AM,0,141
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,07:45,AM,0,122
Thursday,2,12203-01,39,Gaynor St,EAST-WEST,08:00,AM,0,119
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,12:00,PM,68,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,12:15,PM,69,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,16:15,PM,101,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,16:30,PM,85,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,16:45,PM,89,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,17:00,PM,97,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,07:15,AM,128,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,07:30,AM,157,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,07:45,AM,115,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,08:00,AM,81,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,11:30,AM,80,0
Wednesday,16:15,1,12203-01,40,300,EAST-WEST,11:45,AM,60,0
Thursday,2,12203-01,40,300,EAST-WEST,14:00,PM,49,0
Thursday,2,12203-01,40,300,EAST-WEST,14:15,PM,48,0
Thursday,2,12203-01,40,300,EAST-WEST,14:30,PM,60,0
Thursday,2,12203-01,40,300,EAST-WEST,14:45,PM,58,0
Thursday,2,12203-01,40,300,EAST-WEST,17:00,PM,107,0
Thursday,2,12203-01,40,300,EAST-WEST,17:15,PM,93,0
Thursday,2,12203-01,40,300,EAST-WEST,17:30,PM,105,0
Thursday,2,12203-01,40,300,EAST-WEST,17:45,PM,125,0
Thursday,2,12203-01,40,300,EAST-WEST,07:15,AM,191,0
Thursday,2,12203-01,40,300,EAST-WEST,07:30,AM,161,0
Thursday,2,12203-01,40,300,EAST-WEST,07:45,AM,102,0
Thursday,2,12203-01,40,300,EAST-WEST,08:00,AM,135,0
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:00,PM,0,397
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:15,PM,0,461
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:30,PM,0,507
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,14:45,PM,0,472
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,16:30,PM,0,575
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,16:45,PM,0,563
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,17:00,PM,0,540
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,17:15,PM,0,515
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,06:45,AM,0,465
Wednesday,16:30,1,12203-01,42,on ramp to WB US 90 W of,EAST-WEST,07:00,AM,0,443
